age,income,cibil,loan,existing_emi,tenure,property_age,property_value,foir,ltv,loan_to_income,employment_type,city_type,approved
40,155391,641,7173971,16053,9,28,9746951,0.7164,0.736,3.8473,self_employed,metro,0
29,138235,832,399641,24525,24,10,4413993,0.201,0.0905,0.2409,salaried,metro,1
39,205467,721,2519761,3634,28,9,9626670,0.1135,0.2617,1.022,salaried,metro,1
63,194461,808,1482629,19816,29,16,7400284,0.161,0.2003,0.6354,self_employed,non_metro,0
65,178242,655,4755087,26474,26,9,4787503,0.361,0.9932,2.2231,self_employed,metro,1
44,181795,746,6353326,23377,7,30,9028778,0.682,0.7037,2.9123,self_employed,non_metro,1
21,215699,680,3391483,18061,15,15,6523697,0.2386,0.5199,1.3103,self_employed,metro,1
35,158010,815,2032798,32863,11,29,7259957,0.3583,0.28,1.0721,self_employed,metro,1
29,160666,783,633569,18665,16,7,6418480,0.1538,0.0987,0.3286,self_employed,metro,0
45,196948,769,4340958,336,17,8,4956702,0.2063,0.8758,1.8368,salaried,non_metro,1
30,140637,613,1008056,27003,29,16,4799917,0.2475,0.21,0.5973,self_employed,non_metro,1
63,225079,617,4308086,29710,14,4,9899517,0.3272,0.4352,1.595,self_employed,metro,0
50,160881,751,3551188,9853,10,18,5331172,0.3349,0.6661,1.8394,self_employed,non_metro,1
29,179921,716,4674302,6996,12,19,4839127,0.3273,0.9659,2.165,salaried,metro,0
47,112321,698,4471594,20743,20,12,5026563,0.5302,0.8896,3.3176,self_employed,non_metro,0
48,149298,643,2449177,29861,18,17,5174695,0.3485,0.4733,1.3671,self_employed,metro,1
60,112477,847,3282999,28983,27,6,7348733,0.4878,0.4467,2.4323,self_employed,non_metro,1
64,210801,803,6478651,36881,24,30,7696512,0.4255,0.8418,2.5611,self_employed,metro,1
34,139867,674,1148787,9159,22,30,6216687,0.1343,0.1848,0.6845,self_employed,metro,1
43,54107,796,7726858,27561,9,13,9853697,2.4058,0.7842,11.9006,salaried,non_metro,1
28,166524,676,1138271,21500,25,30,5751806,0.1842,0.1979,0.5696,salaried,metro,1
65,108243,841,454273,18199,24,13,7216551,0.2023,0.0629,0.3497,salaried,non_metro,1
61,23950,625,6381224,35174,28,19,7962210,3.5502,0.8014,22.2033,self_employed,metro,1
23,30606,709,7382335,21218,21,7,8341996,2.7489,0.885,20.1005,self_employed,metro,0
24,243068,829,7226992,384,12,24,9714548,0.3316,0.7439,2.4777,salaried,metro,1
62,81479,828,7835426,37724,28,11,9714183,1.2143,0.8066,8.0137,salaried,metro,0
55,123739,687,2449584,13251,11,1,8168780,0.3384,0.2999,1.6497,salaried,metro,0
51,162682,748,6535985,25591,16,27,8242598,0.5408,0.793,3.348,salaried,non_metro,1
60,248406,648,3446938,3083,18,6,7316513,0.1381,0.4711,1.1564,self_employed,non_metro,0
47,104832,614,6312148,2802,11,27,6488183,0.7304,0.9729,5.0177,self_employed,metro,0
54,31872,643,6326771,2531,19,11,9543322,1.8371,0.663,16.5421,salaried,metro,0
59,131140,774,4806043,2982,28,16,5092566,0.3091,0.9437,3.054,salaried,metro,1
31,195676,630,7088191,38253,20,28,8144867,0.5099,0.8703,3.0187,salaried,non_metro,1
43,44684,678,3837077,31474,26,13,7319668,1.3882,0.5242,7.1559,self_employed,non_metro,0
49,33049,742,869868,30539,10,6,1321291,1.2504,0.6583,2.1934,self_employed,metro,1
41,105593,689,6319657,28650,22,10,6639388,0.7731,0.9518,4.9874,self_employed,non_metro,0
23,167751,728,1460077,38718,14,3,3980943,0.3196,0.3668,0.7253,self_employed,metro,1
22,222244,790,3516836,27530,30,15,5663631,0.2455,0.621,1.3187,salaried,metro,1
32,31175,615,1110734,2384,6,29,3033008,0.7099,0.3662,2.9691,salaried,non_metro,1
38,43341,700,1063180,18756,6,7,4202275,0.8689,0.253,2.0442,self_employed,metro,1
63,100933,847,1605947,24154,18,11,6337902,0.3834,0.2534,1.3259,salaried,non_metro,1
45,165229,753,1151519,29822,10,13,4192541,0.2669,0.2747,0.5808,self_employed,metro,1
37,196138,797,3957280,6369,17,1,5072719,0.2198,0.7801,1.6813,salaried,metro,1
41,176220,730,746906,35527,15,10,7768912,0.2433,0.0961,0.3532,self_employed,metro,1
31,103875,688,1662108,15363,11,11,3945759,0.3349,0.4212,1.3334,salaried,non_metro,0
44,61095,825,4321399,29553,13,14,8095991,1.2343,0.5338,5.8944,self_employed,non_metro,0
50,166711,620,6346346,13544,18,30,6463190,0.4259,0.9819,3.1723,salaried,metro,0
51,65160,609,377133,28570,9,19,8556365,0.5153,0.0441,0.4823,salaried,non_metro,0
65,20674,744,6230201,9381,10,10,7942530,4.1901,0.7844,25.1129,salaried,non_metro,0
35,119184,839,6835243,17425,21,7,9796114,0.635,0.6978,4.7792,salaried,metro,1
48,112449,674,3438481,4180,15,10,5969149,0.3383,0.576,2.5482,salaried,non_metro,1
25,222300,812,2757286,20970,25,21,9824043,0.1942,0.2807,1.0336,salaried,non_metro,1
29,38028,737,920154,21806,19,21,3503251,0.7877,0.2627,2.0164,self_employed,metro,1
29,236883,677,6524761,5516,7,0,6970949,0.4595,0.936,2.2954,salaried,non_metro,1
60,70380,758,5014139,8023,7,19,5174078,1.2422,0.9691,5.937,salaried,non_metro,1
39,100357,803,2277267,1106,6,19,3115584,0.4144,0.7309,1.891,self_employed,non_metro,1
60,63004,700,3727393,29076,5,3,6655569,1.6753,0.56,4.9301,self_employed,metro,1
26,204850,611,5574569,3725,14,6,9377599,0.2957,0.5945,2.2677,salaried,metro,0
47,179370,663,1229387,1701,12,22,8311437,0.0856,0.1479,0.5712,salaried,metro,1
26,205369,819,5748954,9373,6,25,9327207,0.5433,0.6164,2.3328,self_employed,non_metro,1
22,86561,632,7580751,28638,18,17,7629316,1.1238,0.9936,7.2981,self_employed,metro,1
45,240731,756,5149226,39294,17,5,6209440,0.3618,0.8293,1.7825,salaried,metro,1
38,234118,707,6244434,22342,11,17,7293223,0.4071,0.8562,2.2227,self_employed,non_metro,1
55,85521,725,5853760,1240,8,8,6063702,0.9996,0.9654,5.704,self_employed,non_metro,0
40,156190,644,6943126,36896,11,19,9053638,0.7557,0.7669,3.7044,salaried,non_metro,1
48,201724,820,6315402,4977,17,24,6673282,0.3153,0.9464,2.6089,self_employed,metro,1
61,50666,697,5730748,34430,30,10,8443844,1.5493,0.6787,9.4257,self_employed,metro,0
39,213370,619,6044222,29488,12,20,6441119,0.4527,0.9384,2.3606,salaried,non_metro,0
58,78336,734,7227035,22728,17,13,7535329,1.1465,0.9591,7.6881,salaried,non_metro,0
23,167770,846,6278092,758,19,3,9652019,0.3359,0.6504,3.1184,salaried,non_metro,1
27,107012,815,7111350,37501,8,14,8012686,1.3068,0.8875,5.5378,self_employed,non_metro,0
59,23971,757,6459357,23068,24,28,8062636,3.1587,0.8011,22.4555,self_employed,non_metro,1
37,189028,737,6485469,7953,28,9,9491674,0.3101,0.6833,2.8591,self_employed,non_metro,1
25,241146,681,5574364,24732,24,25,7023764,0.291,0.7936,1.9263,self_employed,metro,1
35,155614,605,1452739,2796,10,27,4886748,0.1337,0.2973,0.778,self_employed,metro,1
37,249180,743,2635870,32639,16,8,2719453,0.232,0.9693,0.8815,self_employed,metro,1
41,238119,833,2644155,19735,6,9,6973357,0.2803,0.3792,0.9254,self_employed,metro,1
53,247930,723,649798,5791,19,23,5805642,0.0466,0.1119,0.2184,salaried,non_metro,1
31,114151,644,7510218,24007,26,14,9520139,0.7343,0.7889,5.4827,salaried,metro,0
38,65240,666,1972630,18668,24,28,7677221,0.5326,0.2569,2.5197,salaried,non_metro,0
45,36977,610,4717561,26580,19,18,7034549,1.8485,0.6706,10.6317,salaried,non_metro,0
32,154528,805,6059430,24115,5,21,7587226,0.9606,0.7986,3.2677,self_employed,non_metro,1
29,36573,660,5302071,37597,23,10,7393658,2.2256,0.7171,12.081,salaried,metro,1
30,214411,792,3116303,37164,26,4,6212872,0.2891,0.5016,1.2112,self_employed,non_metro,1
22,104351,827,3186170,7095,11,20,7305230,0.4248,0.4361,2.5444,salaried,non_metro,1
48,72701,670,7300494,17370,23,1,9607732,1.0685,0.7599,8.3682,salaried,non_metro,0
50,158296,848,959641,39433,22,3,2349334,0.2999,0.4085,0.5052,salaried,metro,1
31,227909,794,1872035,26268,21,24,1987985,0.1853,0.9417,0.6845,self_employed,non_metro,1
36,146568,622,6142243,30742,27,22,8743884,0.5402,0.7025,3.4923,salaried,non_metro,0
30,231767,618,6813480,14935,10,25,9282764,0.4289,0.734,2.4498,salaried,metro,0
37,232212,603,4789927,27806,18,27,5810055,0.3065,0.8244,1.7189,salaried,metro,1
51,212714,806,1547502,12529,19,21,2435833,0.1233,0.6353,0.6063,self_employed,metro,1
60,70423,606,6611720,22944,22,10,7059186,1.1129,0.9366,7.8238,self_employed,metro,0
43,74849,676,6450943,36022,28,20,9779211,1.1546,0.6597,7.1822,salaried,non_metro,0
32,177545,658,3341200,10186,8,6,7316719,0.3282,0.4567,1.5682,self_employed,metro,1
58,222852,673,5413551,20322,22,22,7699582,0.2949,0.7031,2.0243,salaried,metro,0
61,177827,777,7380886,23061,12,25,8652869,0.5904,0.853,3.4588,self_employed,non_metro,0
57,125048,608,3400902,1710,13,24,5359725,0.3023,0.6345,2.2664,self_employed,non_metro,0
60,201343,767,4859672,29685,12,29,7576438,0.4154,0.6414,2.0114,salaried,non_metro,1
41,136082,775,3784334,33504,26,16,5999059,0.4677,0.6308,2.3174,self_employed,non_metro,1
34,175223,779,6442161,2776,17,3,7592499,0.3571,0.8485,3.0638,self_employed,non_metro,1
45,112648,670,2908040,28114,28,0,9144708,0.4513,0.318,2.1513,self_employed,metro,1
48,43650,784,3895145,29198,27,27,9909249,1.3725,0.3931,7.4363,self_employed,metro,1
32,141122,644,818343,36365,29,12,6282526,0.3026,0.1303,0.4832,self_employed,non_metro,0
64,163071,793,5547529,3748,25,13,6668486,0.2969,0.8319,2.8349,self_employed,non_metro,1
45,62475,768,2980496,18414,7,28,7924090,1.0503,0.3761,3.9756,self_employed,non_metro,1
52,117443,628,5573922,35502,14,0,8294453,0.7864,0.672,3.9551,salaried,non_metro,0
43,212520,798,6439180,1813,24,22,8568837,0.2555,0.7515,2.5249,salaried,metro,1
39,69711,816,6388514,24396,28,28,9926868,1.0659,0.6436,7.6369,self_employed,metro,0
54,135141,623,2753980,8377,18,24,4663589,0.2465,0.5905,1.6982,salaried,non_metro,0
46,115348,679,418986,33494,5,14,7528924,0.3649,0.0557,0.3027,self_employed,metro,1
28,236553,738,3545938,15535,23,0,5625710,0.1895,0.6303,1.2492,salaried,non_metro,1
25,215129,776,1046057,34281,28,29,3774194,0.1973,0.2772,0.4052,salaried,non_metro,1
30,57102,799,719030,3261,25,26,5518170,0.1585,0.1303,1.0493,self_employed,metro,0
30,147023,823,1024820,30104,11,11,1669599,0.2862,0.6138,0.5809,self_employed,metro,1
45,117039,813,6577208,36336,10,23,8485484,1.0072,0.7751,4.6831,self_employed,metro,1
41,56362,689,3786747,25296,10,4,7030883,1.2818,0.5386,5.5988,self_employed,non_metro,0
46,46445,611,2312131,37046,25,11,6643302,1.1985,0.348,4.1485,self_employed,non_metro,0
38,224293,811,5840039,3554,26,6,8256487,0.2232,0.7073,2.1698,self_employed,metro,1
65,83966,671,4160275,9522,10,30,4300831,0.7277,0.9673,4.1289,self_employed,metro,0
63,208262,665,7714499,28970,25,16,9376054,0.4374,0.8228,3.0869,salaried,metro,0
47,155117,661,4296657,36391,5,6,6865861,0.8029,0.6258,2.3083,salaried,metro,1
53,68061,761,1942018,20889,26,19,8843449,0.5342,0.2196,2.3778,salaried,non_metro,1
30,152027,709,3068401,31656,14,8,4963742,0.4141,0.6182,1.6819,salaried,metro,1
38,237888,613,2942440,39505,19,29,8777755,0.2756,0.3352,1.0308,self_employed,non_metro,0
29,57880,629,4576533,20700,29,9,7337829,0.9702,0.6237,6.5891,self_employed,metro,0
47,165734,673,2662034,29178,5,27,3760875,0.5056,0.7078,1.3385,salaried,metro,1
48,183779,785,6625176,32382,14,11,9990228,0.5439,0.6632,3.0041,self_employed,metro,0
32,42928,715,4824729,38005,14,15,8644313,2.0316,0.5581,9.3659,self_employed,non_metro,0
40,155324,672,6868414,79,18,6,9277409,0.4009,0.7403,3.685,salaried,metro,1
30,57112,753,3511849,20201,9,19,8246638,1.1703,0.4259,5.1242,self_employed,non_metro,0
54,28138,690,707250,21621,29,22,4267307,0.9631,0.1657,2.0946,salaried,metro,0
59,171479,704,3589077,24732,27,10,5162552,0.3092,0.6952,1.7442,self_employed,metro,1
53,174411,714,4009237,35878,25,21,5491061,0.3908,0.7301,1.9156,self_employed,non_metro,1
65,106290,721,3245294,31660,23,24,3894044,0.5501,0.8334,2.5444,salaried,non_metro,1
28,231659,721,3750546,6683,16,12,9956198,0.1834,0.3767,1.3492,salaried,metro,1
46,230819,627,619848,29952,29,26,4119702,0.1506,0.1505,0.2238,self_employed,metro,0
51,205510,678,2864558,34443,19,22,3692180,0.291,0.7758,1.1616,self_employed,metro,1
32,167907,817,2095116,15179,15,7,6822930,0.2133,0.3071,1.0398,salaried,metro,1
44,36156,794,6635963,30307,27,30,9516920,2.2853,0.6973,15.2947,self_employed,metro,0
29,157957,693,1104924,33280,24,11,8568739,0.2677,0.1289,0.5829,self_employed,metro,1
61,226031,849,6760166,24887,27,15,7337019,0.3459,0.9214,2.4923,salaried,non_metro,1
22,105890,631,4282961,24450,14,27,7234067,0.6434,0.5921,3.3706,salaried,non_metro,0
24,109774,783,6039385,569,8,17,6454680,0.797,0.9357,4.5847,self_employed,non_metro,0
63,20488,612,5902064,2652,16,27,9038489,2.8791,0.653,24.0062,self_employed,metro,0
53,104772,794,5494402,26057,7,5,6370546,1.0792,0.8625,4.3701,salaried,metro,1
36,85097,795,1108783,5011,27,1,1318260,0.1616,0.8411,1.0858,self_employed,metro,1
45,141342,835,3839145,7126,22,18,8388330,0.2781,0.4577,2.2635,salaried,non_metro,1
57,115625,617,4693630,35270,17,9,5383111,0.6819,0.8719,3.3828,self_employed,non_metro,1
59,96806,776,3347136,7762,27,27,5440527,0.3528,0.6152,2.8813,salaried,non_metro,1
26,200695,730,3077418,11574,5,21,8363454,0.3723,0.368,1.2778,salaried,metro,1
49,96898,835,6893052,27009,18,8,7810901,0.9229,0.8825,5.9281,self_employed,metro,0
39,36172,675,426217,28342,16,23,2796075,0.896,0.1524,0.9819,salaried,non_metro,0
43,225317,801,7524468,31674,29,15,9520134,0.3993,0.7904,2.7829,salaried,non_metro,1
63,162460,654,5261136,2628,17,0,8298156,0.3168,0.634,2.6987,salaried,metro,1
27,88655,664,2365347,22883,22,14,7903128,0.4818,0.2993,2.2234,self_employed,non_metro,1
39,181730,774,6468883,19443,30,27,9844197,0.3807,0.6571,2.9663,self_employed,metro,1
23,153620,764,447171,17207,22,25,5937568,0.1364,0.0753,0.2426,salaried,metro,1
65,228228,768,5176563,34985,22,18,5802018,0.3435,0.8922,1.8901,salaried,non_metro,1
37,214365,743,1843111,4672,10,10,5128879,0.1284,0.3594,0.7165,self_employed,metro,1
26,66460,620,5768080,22005,23,3,6210810,1.0481,0.9287,7.2325,salaried,metro,0
60,158898,752,1981582,1196,17,19,2397647,0.1233,0.8265,1.0392,self_employed,metro,1
33,187323,823,1780974,39257,8,27,8428467,0.3464,0.2113,0.7923,salaried,non_metro,1
36,111428,661,3333142,6948,7,22,3998024,0.5361,0.8337,2.4927,salaried,non_metro,0
37,226346,727,3604469,25162,12,8,5088994,0.2879,0.7083,1.327,salaried,non_metro,1
32,206214,620,5330197,36514,10,30,9731971,0.4975,0.5477,2.154,salaried,non_metro,1
58,22712,663,1726613,10403,26,26,5796423,1.0635,0.2979,6.3352,salaried,metro,0
44,115471,803,2983384,16019,28,14,7928814,0.3406,0.3763,2.1531,salaried,non_metro,1
61,28429,771,6231541,23958,5,2,9254068,5.3399,0.6734,18.2664,salaried,metro,1
23,23966,747,1358515,34010,24,14,2294021,1.8811,0.5922,4.7238,self_employed,non_metro,0
43,186862,640,3338142,28972,26,11,4185574,0.2973,0.7975,1.4887,self_employed,non_metro,0
48,219128,602,6453335,10286,28,21,9999653,0.277,0.6454,2.4542,salaried,non_metro,1
64,97785,625,7520139,24256,15,29,9681786,1.0054,0.7767,6.4087,salaried,non_metro,1
28,200773,830,3838197,16526,13,16,7636874,0.2852,0.5026,1.5931,salaried,metro,1
45,77651,714,354725,5139,22,28,2567601,0.1045,0.1382,0.3807,salaried,metro,1
54,178224,609,4348360,18710,9,24,8489648,0.429,0.5122,2.0332,salaried,metro,1
38,176374,688,4406605,9597,29,8,5896309,0.248,0.7473,2.082,self_employed,metro,1
48,223654,783,2073345,4531,26,0,2400006,0.0941,0.8639,0.7725,salaried,non_metro,1
56,143397,730,2485428,18573,29,14,4147583,0.2638,0.5992,1.4444,self_employed,non_metro,0
40,53646,777,7621937,36215,5,13,8288695,3.59,0.9196,11.8399,salaried,non_metro,0
62,47304,703,346536,1943,10,27,2132486,0.1319,0.1625,0.6105,salaried,metro,1
41,35006,793,1312110,39294,10,4,7299215,1.5872,0.1798,3.1235,salaried,metro,1
35,168059,706,1388038,15628,23,20,8972717,0.1612,0.1547,0.6883,self_employed,non_metro,1
50,244257,629,7806388,14147,30,7,9237236,0.3037,0.8451,2.6633,self_employed,metro,0
45,74841,752,1987919,33390,9,23,6342850,0.7989,0.3134,2.2135,self_employed,non_metro,1
53,215339,809,1577462,10331,13,20,4043748,0.1257,0.3901,0.6105,self_employed,non_metro,1
33,182043,792,7297235,24497,28,15,7443885,0.4477,0.9803,3.3404,salaried,non_metro,1
45,109357,619,7463018,28922,25,2,8894085,0.814,0.8391,5.687,salaried,metro,1
42,192375,684,7494318,6620,10,1,8182689,0.5174,0.9159,3.2464,salaried,metro,0
51,120334,687,6569135,18373,15,15,8125463,0.6903,0.8085,4.5492,self_employed,metro,1
39,23439,785,7779473,11746,15,26,9134035,3.7695,0.8517,27.6586,salaried,metro,0
54,43242,739,2467412,8189,23,22,3214509,0.6607,0.7676,4.755,salaried,metro,0
62,105498,676,2456358,24605,24,16,7244583,0.423,0.3391,1.9403,self_employed,non_metro,1
37,136657,772,7688248,10397,21,10,8963407,0.5555,0.8577,4.6883,self_employed,metro,1
56,26147,717,4171789,32399,26,5,5648924,2.5097,0.7385,13.2959,salaried,metro,1
42,75228,820,5509217,37008,16,26,8416861,1.191,0.6545,6.1028,salaried,metro,0
37,149010,691,3388816,4503,26,17,7507261,0.2113,0.4514,1.8952,self_employed,non_metro,1
58,234341,767,5627264,31225,23,15,8929299,0.3316,0.6302,2.0011,salaried,non_metro,1
62,166553,709,3665927,26240,29,8,6733105,0.3281,0.5445,1.8342,salaried,metro,1
38,155414,755,2521820,9867,10,16,4401640,0.2647,0.5729,1.3522,salaried,non_metro,1
41,103810,663,3809447,8090,7,29,6362983,0.6591,0.5987,3.058,self_employed,metro,1
40,33769,707,1756940,18299,5,13,3646378,1.6093,0.4818,4.3357,self_employed,non_metro,0
31,21529,649,7579182,39849,28,30,8358892,4.6013,0.9067,29.3371,self_employed,non_metro,0
34,242370,716,1939101,36615,7,5,3206102,0.2778,0.6048,0.6667,self_employed,non_metro,1
42,247324,709,2694970,16007,18,23,9245599,0.1634,0.2915,0.908,self_employed,metro,1
41,98963,836,1214274,8130,6,13,7939813,0.3003,0.1529,1.0225,self_employed,metro,1
24,97964,699,1378440,21093,5,6,3351594,0.504,0.4113,1.1726,salaried,non_metro,1
53,108403,723,7973052,16804,7,19,9820564,1.3198,0.8119,6.1292,salaried,non_metro,1
63,216948,608,4826533,33390,7,17,9525009,0.5062,0.5067,1.854,self_employed,non_metro,1
30,139311,842,475291,10070,13,26,5622960,0.1085,0.0845,0.2843,salaried,metro,1
43,115938,757,632452,31383,23,25,3384930,0.3158,0.1868,0.4546,salaried,metro,0
34,178960,769,4514061,36038,22,28,7090660,0.4129,0.6366,2.102,salaried,non_metro,1
43,173200,828,7911125,10859,13,6,8223749,0.5474,0.962,3.8064,self_employed,metro,1
49,33888,628,1223022,19725,30,27,5205915,0.8596,0.2349,3.0075,salaried,non_metro,0
50,86056,777,4666610,19324,21,9,6008178,0.6867,0.7767,4.519,self_employed,metro,1
44,97831,635,3526972,13796,13,2,9686076,0.5236,0.3641,3.0043,self_employed,metro,0
56,160564,779,1489539,30281,25,17,7080771,0.2633,0.2104,0.7731,self_employed,non_metro,1
23,40530,787,629047,17840,7,12,7649620,0.686,0.0822,1.2934,salaried,metro,1
56,47132,767,1980083,14427,30,10,2362440,0.6291,0.8382,3.501,self_employed,non_metro,1
48,211157,782,3022790,14933,9,8,4789489,0.2608,0.6311,1.1929,self_employed,metro,1
49,207478,604,5577741,30938,20,2,7587104,0.3824,0.7352,2.2403,self_employed,non_metro,0
50,146782,680,5665520,16748,19,8,8822515,0.4559,0.6422,3.2165,self_employed,non_metro,1
59,115422,741,1989334,23555,5,3,6506476,0.5577,0.3057,1.4363,self_employed,metro,1
44,246448,812,1588663,37982,22,8,7015504,0.2082,0.2265,0.5372,salaried,non_metro,1
52,92768,618,1859734,7007,17,1,2038634,0.2616,0.9122,1.6706,self_employed,non_metro,0
42,137270,819,559184,29087,19,15,7901124,0.248,0.0708,0.3395,self_employed,non_metro,0
39,225364,722,5318528,12224,10,11,6736573,0.3468,0.7895,1.9666,salaried,metro,1
29,40370,623,4767643,36637,12,11,7867324,2.2185,0.606,9.8416,salaried,metro,1
41,226631,617,3772753,30234,15,6,9236324,0.2973,0.4085,1.3873,self_employed,non_metro,1
46,87154,652,4902401,16661,15,24,9619429,0.7451,0.5096,4.6875,self_employed,non_metro,0
46,154677,838,4142251,10727,14,17,9818052,0.3425,0.4219,2.2317,self_employed,metro,1
62,75820,732,4160182,2949,12,10,6037209,0.648,0.6891,4.5724,salaried,metro,0
24,196236,795,1095877,7301,5,19,5696862,0.1518,0.1924,0.4654,salaried,non_metro,1
26,228108,626,875219,11869,13,18,1402075,0.0927,0.6242,0.3197,salaried,metro,0
46,149319,669,4351614,10188,26,25,8072364,0.3003,0.5391,2.4286,salaried,non_metro,1
23,157972,643,920579,5452,5,26,8498090,0.1541,0.1083,0.4856,self_employed,metro,1
59,58044,752,1782452,9877,12,27,4793573,0.511,0.3718,2.5591,self_employed,metro,0
38,88466,659,3953696,2639,14,5,9055729,0.4856,0.4366,3.7243,salaried,non_metro,0
32,179722,696,5387438,6859,23,2,8996384,0.2858,0.5988,2.498,salaried,non_metro,0
32,76006,623,4374440,17880,11,11,7856577,0.9078,0.5568,4.7962,salaried,metro,0
31,193357,645,1333044,33777,24,12,5895070,0.2309,0.2261,0.5745,salaried,metro,1
37,234288,759,5395980,15439,25,22,6254144,0.2514,0.8628,1.9193,salaried,non_metro,1
23,216018,681,3317115,28050,22,21,6307609,0.2586,0.5259,1.2796,salaried,non_metro,1
25,121461,818,1310217,25483,29,18,4878547,0.2934,0.2686,0.8989,self_employed,non_metro,1
45,221580,819,6042186,32745,10,12,6299100,0.4859,0.9592,2.2724,salaried,non_metro,0
61,147075,745,7466206,2767,27,22,8969766,0.4191,0.8324,4.2304,salaried,non_metro,1
27,228632,821,6165216,30980,29,23,7722804,0.3444,0.7983,2.2471,salaried,non_metro,1
49,75856,764,7541475,31576,18,18,9112084,1.3165,0.8276,8.2849,self_employed,metro,1
58,46510,636,7243992,24554,18,25,8253626,1.9382,0.8777,12.9793,self_employed,non_metro,0
44,135547,683,7600509,39704,29,19,8095241,0.7274,0.9389,4.6727,self_employed,non_metro,1
61,56729,623,413279,1397,18,10,7678682,0.0906,0.0538,0.6071,salaried,non_metro,1
41,218811,773,6995382,24975,21,5,7323598,0.3866,0.9552,2.6642,salaried,metro,1
41,23929,737,1888820,29509,14,19,2739043,2.0383,0.6896,6.5779,salaried,metro,1
36,219332,649,6652068,2240,30,10,9101404,0.2434,0.7309,2.5274,salaried,non_metro,1
56,174266,692,1262669,33557,17,1,8908713,0.2598,0.1417,0.6038,salaried,non_metro,1
30,70551,691,1055209,38775,21,10,4552658,0.6771,0.2318,1.2464,salaried,non_metro,1
39,152583,742,1288838,27833,14,15,3208464,0.2686,0.4017,0.7039,self_employed,non_metro,1
24,129807,789,341092,7255,25,29,1345870,0.077,0.2534,0.219,salaried,non_metro,1
22,166076,843,2305591,7388,11,15,9217172,0.2067,0.2501,1.1569,salaried,non_metro,1
58,55542,613,5390761,27253,24,23,8485858,1.2818,0.6353,8.0881,salaried,non_metro,1
55,110900,843,6054072,27808,17,23,6188586,0.7575,0.9783,4.5492,salaried,metro,0
60,192826,620,301897,31676,25,23,6411932,0.1769,0.0471,0.1305,salaried,metro,1
23,78205,709,3359387,30952,29,20,6192002,0.7286,0.5425,3.5797,salaried,non_metro,0
65,180048,807,927035,27979,21,25,9802910,0.1993,0.0946,0.4291,self_employed,metro,1
45,37636,662,3365749,16848,22,15,7374519,1.1974,0.4564,7.4524,salaried,metro,0
29,165632,613,5090601,30858,15,21,5860340,0.489,0.8687,2.5612,salaried,non_metro,1
60,76257,827,1338627,1181,20,8,3856944,0.1678,0.3471,1.4628,salaried,non_metro,1
65,56613,755,1616682,38855,20,8,7845172,0.9341,0.2061,2.3797,self_employed,non_metro,0
28,224904,714,5236525,32447,6,18,6315976,0.5582,0.8291,1.9403,self_employed,metro,0
51,150497,649,5187479,20769,9,9,6841492,0.5957,0.7582,2.8724,salaried,metro,0
23,132461,738,7714554,12332,10,11,7850972,0.8152,0.9826,4.8533,self_employed,non_metro,1
60,247362,713,6977783,33058,14,15,8431825,0.4213,0.8276,2.3507,self_employed,metro,1
28,147875,671,398965,31478,26,0,3719710,0.2344,0.1073,0.2248,self_employed,metro,1
52,74632,623,3689074,2983,8,18,4801785,0.7514,0.7683,4.1192,salaried,metro,1
40,249233,611,3888280,35565,22,29,8814803,0.2735,0.4411,1.3001,self_employed,metro,1
27,170560,739,3905032,39803,25,26,5501784,0.4177,0.7098,1.9079,salaried,non_metro,1
50,198247,820,5883879,24889,22,22,6476188,0.3744,0.9085,2.4733,salaried,metro,1
56,246509,794,4722422,13892,9,6,5497452,0.3108,0.859,1.5964,salaried,metro,0
48,208580,686,743570,3543,19,11,5489609,0.0486,0.1355,0.2971,self_employed,metro,1
40,220607,656,4863063,26913,29,28,8875869,0.2928,0.5479,1.837,salaried,non_metro,1
65,78472,828,3253672,29502,9,22,9545926,0.9266,0.3408,3.4552,self_employed,metro,1
28,212368,635,7712388,3353,11,5,9623118,0.4402,0.8014,3.0263,self_employed,non_metro,1
56,229319,834,4853066,25065,30,29,6193270,0.272,0.7836,1.7636,self_employed,metro,1
33,143901,740,6599772,5330,24,15,6777614,0.4109,0.9738,3.8219,self_employed,non_metro,0
63,67845,840,6884140,36747,20,4,9112479,1.4222,0.7555,8.4557,self_employed,metro,0
22,167974,634,6788707,25152,10,11,6844148,0.6508,0.9919,3.3679,salaried,metro,1
25,61234,706,2436224,17184,26,15,2923692,0.5975,0.8333,3.3155,salaried,non_metro,1
41,238403,659,844664,28146,28,2,3303666,0.1457,0.2557,0.2953,salaried,non_metro,0
60,218309,834,1082725,948,24,4,3688060,0.0448,0.2936,0.4133,salaried,non_metro,1
49,105767,749,4518255,9205,25,24,5970906,0.431,0.7567,3.5599,salaried,non_metro,1
22,149779,741,1433761,2832,22,19,2732125,0.0992,0.5248,0.7977,self_employed,metro,1
55,45915,774,6188144,37720,28,14,6674114,1.8744,0.9272,11.2312,salaried,non_metro,1
65,37031,686,7781595,15420,5,27,9229655,4.7277,0.8431,17.5114,self_employed,non_metro,0
54,21520,759,4015323,93,17,24,9786550,1.7364,0.4103,15.5488,salaried,metro,0
60,26306,680,7776673,20734,11,13,9764065,4.243,0.7965,24.6353,self_employed,metro,0
30,75328,677,7189652,13819,19,30,9188086,1.0286,0.7825,7.9537,self_employed,non_metro,0
